Ref	Pos	Value
JN555585-	114702	0.98564470712293
JN555585-	81975	0.9928044986957963
JN555585-	131135	1.9023892034735777
JN555585-	131136	0.8889686877112559
JN555585-	131143	0.8889686877112559
JN555585-	131146	0.8956633402852644
JN555585-	131144	0.8956633402852644
JN555585-	131158	0.8956633402852644
JN555585-	131160	0.8956633402852644
JN555585-	131169	0.8109661757099832
JN555585-	131173	0.8109661757099832
JN555585-	131178	0.8109661757099832
JN555585-	82029	0.9573556626915063
JN555585-	131186	0.8109661757099832
JN555585-	114811	1.5008982360326815
JN555585-	114816	0.9091465696488865
JN555585-	131208	1.3959286764311394
JN555585-	114840	1.5008982360326815
JN555585-	114845	0.9091465696488865
JN555585-	114844	0.9091465696488865
JN555585-	114847	0.9091465696488865
JN555585-	114849	1.9227570011675397
JN555585-	131234	0.7921071484586673
JN555585-	114851	0.9091465696488865
JN555585-	114860	0.9091465696488865
JN555585-	98478	0.9503692323753996
JN555585-	16567	2.3147325935831584
JN555585-	131267	2.862496476350065
JN555585-	131264	2.6633085525408973
JN555585-	82117	0.9227570011675397
JN555585-	82116	0.9227570011675397
JN555585-	82119	0.9227570011675397
JN555585-	82118	0.9227570011675397
JN555585-	114893	0.8889686877112559
JN555585-	16589	0.9573556626915063
JN555585-	82126	0.9227570011675397
JN555585-	82131	1.5214595585149981
JN555585-	82132	0.9227570011675397
JN555585-	82149	0.9159357353115254
JN555585-	82153	1.5077195018886957
JN555585-	98536	1.5353317330965561
JN555585-	98541	1.5353317330965561
JN555585-	131308	0.7921071484586673
JN555585-	131314	0.7983661389303496
JN555585-	131312	0.7983661389303496
JN555585-	33019	1.528378972454789
JN555585-	98557	1.5353317330965561
JN555585-	49409	3.0790715710911996
JN555585-	49411	0.8624964763500651
JN555585-	33029	0.9364970577938422
JN555585-	98569	0.9364970577938422
JN555585-	49423	1.8756718650977984
JN555585-	49432	0.8624964763500651
JN555585-	98587	0.9434164717336324
JN555585-	114973	1.5214595585149981
JN555585-	33053	0.9364970577938422
JN555585-	114972	0.929610672208602
JN555585-	33057	0.9364970577938422
JN555585-	49453	0.8624964763500651
JN555585-	16686	1.4739311884324122
JN555585-	82232	0.9503692323753996
JN555585-	33082	1.528378972454789
JN555585-	33085	0.9364970577938422
JN555585-	33086	0.9364970577938422
JN555585-	33092	0.9364970577938422
JN555585-	131398	0.3584539710124765
JN555585-	82246	0.9573556626915063
JN555585-	49483	0.8624964763500651
JN555585-	49484	0.8624964763500651
JN555585-	16722	0.8756718650977982
JN555585-	16723	3.0926820026098523
JN555585-	16728	0.8756718650977982
JN555585-	16729	0.8756718650977982
JN555585-	49497	1.4474589770712212
JN555585-	49499	1.8690691302735516
JN555585-	131426	0.3677317846004871
JN555585-	131427	4.7647105847491105
JN555585-	98659	0.8956633402852644
JN555585-	131430	4.301463992427647
JN555585-	115047	0.8956633402852644
JN555585-	131428	1.1109159015018506
JN555585-	115046	0.8956633402852644
JN555585-	131429	6.488374925195735
JN555585-	115053	0.8956633402852644
JN555585-	16749	0.8494403235246186
JN555585-	115052	1.487351704194734
JN555585-	115057	0.8823049574302454
JN555585-	16755	1.4409161312044494
JN555585-	115058	0.8756718650977982
JN555585-	16759	0.8494403235246186
JN555585-	65917	0.9928044986957963
JN555585-	98693	0.8173077025838096
JN555585-	115080	0.8823049574302454
JN555585-	98699	1.8300749986576879
JN555585-	115089	0.8823049574302454
JN555585-	98706	3.0324214777923775
JN555585-	115093	0.8756718650977982
JN555585-	115092	1.4672674581514016
JN555585-	82329	0.8943219218857924
JN555585-	82330	0.8943219218857924
JN555585-	115103	0.8624964763500651
JN555585-	16801	0.8559536304832931
JN555585-	16809	0.8559536304832931
JN555585-	49587	0.9643760903692788
JN555585-	98747	0.7921071484586673
JN555585-	33218	0.9643760903692788
JN555585-	16836	0.929610672208602
JN555585-	82373	0.04890965790849575
JN555585-	16839	1.9434164717336324
JN555585-	98760	0.7673392433097249
JN555585-	98762	0.7673392433097249
JN555585-	98764	1.7796700452204446
JN555585-	98767	0.7673392433097249
JN555585-	66000	0.98564470712293
JN555585-	98768	0.7673392433097249
JN555585-	115157	1.4150374993788437
JN555585-	98772	0.7673392433097249
JN555585-	98775	0.7673392433097249
JN555585-	115158	0.8300749986576876
JN555585-	131547	0.9573556626915063
JN555585-	98779	0.7673392433097249
JN555585-	131545	1.5423181634126626
JN555585-	98780	1.7796700452204446
JN555585-	82399	1.3388584906472183
JN555585-	82398	0.7478265866091691
JN555585-	98785	0.7673392433097249
JN555585-	82405	0.7417826102763857
JN555585-	115173	0.8300749986576876
JN555585-	115177	0.8300749986576876
JN555585-	82411	0.7417826102763857
JN555585-	82413	0.7417826102763857
JN555585-	82412	0.7417826102763857
JN555585-	82421	0.7417826102763857
JN555585-	115191	0.8429562899544201
JN555585-	98809	0.8300749986576876
JN555585-	98808	0.8429562899544201
JN555585-	82427	1.3267451109975419
JN555585-	82426	0.7357638487700537
JN555585-	115194	0.8624964763500651
JN555585-	115197	0.8559536304832931
JN555585-	82428	0.7357638487700537
JN555585-	66046	0.9928044986957963
JN555585-	82433	1.3388584906472183
JN555585-	16899	0.9573556626915063
JN555585-	82436	0.7478265866091691
JN555585-	33286	0.8756718650977982
JN555585-	98824	0.8300749986576876
JN555585-	115211	0.8624964763500651
JN555585-	115212	0.8624964763500651
JN555585-	82447	0.7478265866091691
JN555585-	115215	0.8624964763500651
JN555585-	33296	0.8756718650977982
JN555585-	115216	0.8624964763500651
JN555585-	82451	0.7478265866091691
JN555585-	115218	1.4540316309947077
JN555585-	115220	0.8624964763500651
JN555585-	98838	0.8300749986576876
JN555585-	115222	1.4540316309947077
JN555585-	115224	0.8624964763500651
JN555585-	82462	0.7478265866091691
JN555585-	82465	0.7478265866091691
JN555585-	98849	0.8365012678171205
JN555585-	33313	0.8756718650977982
JN555585-	82467	1.3388584906472183
JN555585-	98851	1.4279187906755764
JN555585-	82466	0.7478265866091691
JN555585-	33316	0.8756718650977982
JN555585-	82468	1.7599910350736807
JN555585-	98852	0.8365012678171205
JN555585-	33318	0.8756718650977982
JN555585-	82470	1.3388584906472183
JN555585-	98854	0.8365012678171205
JN555585-	82473	0.7478265866091691
JN555585-	33321	0.8823049574302454
JN555585-	82472	1.3388584906472183
JN555585-	115244	0.8429562899544201
JN555585-	82478	0.7490384265667813
JN555585-	33328	0.8823049574302454
JN555585-	131635	0.9503692323753996
JN555585-	33334	0.8823049574302454
JN555585-	82493	1.7551129409764656
JN555585-	82494	1.3340009272879374
JN555585-	82498	0.742989381893976
JN555585-	115271	0.8559536304832931
JN555585-	33351	1.4672674581514016
JN555585-	82505	0.7612131405128836
JN555585-	33355	0.8756718650977982
JN555585-	33356	1.4672674581514016
JN555585-	33357	1.8889686877112561
JN555585-	131663	0.9573556626915063
JN555585-	33366	0.8690691302735514
JN555585-	82523	0.7921071484586673
JN555585-	98909	1.5214595585149981
JN555585-	115296	0.8823049574302454
JN555585-	33380	0.6954889582900471
JN555585-	131694	1.5493385910904351
JN555585-	131709	0.9573556626915063
JN555585-	115341	0.9434164717336324
JN555585-	115340	0.9503692323753996
JN555585-	115344	0.9364970577938422
JN555585-	115346	0.9434164717336324
JN555585-	82590	0.9434164717336324
JN555585-	131749	1.556393348624385
JN555585-	33449	0.730966853644763
JN555585-	49838	0.9928044986957963
JN555585-	98993	0.8956633402852644
JN555585-	33466	0.7612131405128836
JN555585-	33469	4.55979192508625
JN555585-	66236	0.9573556626915063
JN555585-	33470	2.107803289634515
JN555585-	66247	0.9023892034735779
JN555585-	66253	0.9023892034735779
JN555585-	99022	0.8756718650977982
JN555585-	66259	0.9023892034735779
JN555585-	66265	0.9023892034735779
JN555585-	66266	0.9023892034735779
JN555585-	66271	0.9023892034735779
JN555585-	33507	0.7734914702913204
JN555585-	33510	0.7734914702913204
JN555585-	115435	0.9159357353115254
JN555585-	115441	0.9227570011675397
JN555585-	49905	0.9928044986957963
JN555585-	99058	1.4279187906755764
JN555585-	115444	0.929610672208602
JN555585-	115448	0.9434164717336324
JN555585-	115451	0.9434164717336324
JN555585-	99069	0.8300749986576876
JN555585-	99068	1.4214637685382767
JN555585-	115455	1.5353317330965561
JN555585-	99074	0.8300749986576876
JN555585-	99083	0.8300749986576876
JN555585-	33550	0.6438561898747247
JN555585-	33551	1.234465253737023
JN555585-	99089	0.8300749986576876
JN555585-	99088	0.8300749986576876
JN555585-	99090	1.8429562899544198
JN555585-	99096	0.8365012678171205
JN555585-	115480	0.9434164717336324
JN555585-	99098	1.4279187906755764
JN555585-	66342	2.9434164717336326
JN555585-	99110	0.8365012678171205
JN555585-	66345	0.9023892034735779
JN555585-	99115	0.8236772274595371
JN555585-	115502	0.9434164717336324
JN555585-	99123	0.8109661757099832
JN555585-	82741	0.9785202726895487
JN555585-	82757	0.9785202726895487
JN555585-	99142	0.8109661757099832
JN555585-	99145	1.4022702033049659
JN555585-	66381	0.9434164717336324
JN555585-	99150	0.7796700452204445
JN555585-	82773	0.9714308479032291
JN555585-	99157	0.5858644671155487
JN555585-	33623	0.7072182508721541
JN555585-	33626	3.5870249672780483
JN555585-	33628	2.3159293543659194
JN555585-	33629	0.7072182508721541
JN555585-	33630	1.2980813530329947
JN555585-	33631	0.7072182508721541
JN555585-	99166	0.5858644671155487
JN555585-	33655	0.7131188523118386
JN555585-	82825	0.9227570011675397
JN555585-	99213	0.6224134776774642
JN555585-	99212	0.6224134776774642
JN555585-	33684	0.6104331883372743
JN555585-	33685	1.2009126940259967
JN555585-	99223	1.218523709645658
JN555585-	99222	0.6279765759870952
JN555585-	115606	0.6723126359239529
JN555585-	131997	1.0000000001
JN555585-	33705	0.6104331883372743
JN555585-	82861	0.9364970577938422
JN555585-	33711	1.9489759970755334
JN555585-	33712	0.6104331883372743
JN555585-	33714	1.4198545156766198
JN555585-	99251	2.3823639486194135
JN555585-	33715	0.9951990138361789
JN555585-	99250	2.2582334194414244
JN555585-	99253	3.293162510526608
JN555585-	99252	2.2582334194414244
JN555585-	33718	0.37706964917982333
JN555585-	99255	1.661813320122107
JN555585-	33719	0.9667238452257018
JN555585-	99254	1.661813320122107
JN555585-	33720	0.37706964917982333
JN555585-	99257	1.2410809646038976
JN555585-	33721	0.37706964917982333
JN555585-	99256	1.9894588400907736
JN555585-	99258	0.6561184638827416
JN555585-	99260	0.6561184638827416
JN555585-	17348	0.8690691302735514
JN555585-	99269	0.661813320122107
JN555585-	115653	0.6665762663748082
JN555585-	99270	0.661813320122107
JN555585-	115654	0.6665762663748082
JN555585-	115659	0.6608626151804148
JN555585-	66506	0.929610672208602
JN555585-	17356	0.8624964763500651
JN555585-	115661	0.6608626151804148
JN555585-	17358	2.9023892034735783
JN555585-	115663	4.893834442883072
JN555585-	17359	0.8624964763500651
JN555585-	99281	1.2524932459245672
JN555585-	115665	1.6723126359239529
JN555585-	115664	2.0000000001
JN555585-	33747	0.4789492631990368
JN555585-	115666	0.6608626151804148
JN555585-	33748	0.4789492631990368
JN555585-	115669	1.2515387670959643
JN555585-	99284	0.661813320122107
JN555585-	115668	0.6608626151804148
JN555585-	82903	0.9364970577938422
JN555585-	115671	0.6608626151804148
JN555585-	82902	1.9503692323753996
JN555585-	115670	0.6608626151804148
JN555585-	82911	0.9159357353115254
JN555585-	17377	1.4474589770712212
JN555585-	66530	0.929610672208602
JN555585-	82916	0.9159357353115254
JN555585-	115684	0.6438561898747247
JN555585-	33766	3.7316321499631653
JN555585-	82919	0.9159357353115254
JN555585-	99305	0.661813320122107
JN555585-	17385	0.8559536304832931
JN555585-	115688	0.6438561898747247
JN555585-	33771	0.4789492631990368
JN555585-	99308	0.07305179514588989
JN555585-	99311	0.661813320122107
JN555585-	17399	1.4474589770712212
JN555585-	17401	1.4474589770712212
JN555585-	17402	0.8559536304832931
JN555585-	50184	0.9928044986957963
JN555585-	66569	0.8956633402852644
JN555585-	66570	1.487351704194734
JN555585-	66572	0.8956633402852644
JN555585-	66574	0.8956633402852644
JN555585-	33813	3.157356328039257
JN555585-	33814	4.52455726150238
JN555585-	115735	0.6104331883372743
JN555585-	17431	0.8494403235246186
JN555585-	33815	0.5353317330965559
JN555585-	33817	2.379748749375705
JN555585-	99352	0.7409786565332994
JN555585-	66589	0.8624964763500651
JN555585-	66588	0.8624964763500651
JN555585-	66590	0.8624964763500651
JN555585-	17440	0.8494403235246186
JN555585-	33826	0.5723938273181007
JN555585-	66594	0.8624964763500651
JN555585-	17455	0.8559536304832931
JN555585-	115758	0.6104331883372743
JN555585-	82994	0.9023892034735779
JN555585-	33845	0.5670405928238937
JN555585-	83005	1.5214595585149981
JN555585-	17472	0.9159357353115254
JN555585-	83009	0.929610672208602
JN555585-	115777	0.8956633402852644
JN555585-	33857	0.5723938273181007
JN555585-	115778	1.487351704194734
JN555585-	132167	0.9928044986957963
JN555585-	66633	1.4540316309947077
JN555585-	115791	1.9227570011675397
JN555585-	50257	0.9928044986957963
JN555585-	115792	1.5008982360326815
JN555585-	132182	0.9785202726895487
JN555585-	115802	0.9091465696488865
JN555585-	83039	0.9503692323753996
JN555585-	83040	1.5423181634126626
JN555585-	66659	0.7983661389303496
JN555585-	17508	0.9643760903692788
JN555585-	66663	0.7921071484586673
JN555585-	115815	0.9023892034735779
JN555585-	66665	0.7921071484586673
JN555585-	83048	0.9503692323753996
JN555585-	99438	0.9643760903692788
JN555585-	33904	0.6665762663748082
JN555585-	66683	0.7796700452204445
JN555585-	99450	0.9643760903692788
JN555585-	66685	0.7673392433097249
JN555585-	66684	1.3646325459416007
JN555585-	66687	0.7673392433097249
JN555585-	99458	0.9714308479032291
JN555585-	99463	0.9714308479032291
JN555585-	115852	1.487351704194734
JN555585-	33943	0.49410907037004276
JN555585-	33956	0.4991979470428424
JN555585-	66724	1.3770696491798233
JN555585-	33959	0.5043048374759312
JN555585-	132270	0.9503692323753996
JN555585-	132275	0.9503692323753996
JN555585-	66739	1.7612131405128835
JN555585-	66741	2.7858751947471525
JN555585-	17590	0.9714308479032291
JN555585-	115905	0.929610672208602
JN555585-	132294	0.9573556626915063
JN555585-	99529	0.9434164717336324
JN555585-	66762	0.742989381893976
JN555585-	66766	0.742989381893976
JN555585-	115923	0.9091465696488865
JN555585-	115927	0.9091465696488865
JN555585-	17627	0.9785202726895487
JN555585-	66778	0.7190436862689437
JN555585-	17628	0.9785202726895487
JN555585-	132318	0.9503692323753996
JN555585-	66780	0.7190436862689437
JN555585-	66782	2.046921047487493
JN555585-	66785	0.7249929526001303
JN555585-	66784	0.7131188523118386
JN555585-	83171	1.0000000001
JN555585-	17644	0.9785202726895487
JN555585-	34037	0.47393118843241233
JN555585-	34038	5.909045480412193
JN555585-	34039	1.4839848530963353
JN555585-	99577	0.9091465696488865
JN555585-	34041	2.8365012678171206
JN555585-	66813	0.730966853644763
JN555585-	132349	0.9503692323753996
JN555585-	115970	0.8823049574302454
JN555585-	66825	1.3279518826151322
JN555585-	99592	1.5008982360326815
JN555585-	132363	1.5423181634126626
JN555585-	66827	2.077041035863828
JN555585-	66829	0.7369655942662062
JN555585-	66834	0.7369655942662062
JN555585-	99604	0.8823049574302454
JN555585-	115991	0.8823049574302454
JN555585-	66849	0.7983661389303496
JN555585-	116001	1.4739311884324122
JN555585-	34082	0.4639470998597903
JN555585-	116004	0.8823049574302454
JN555585-	34086	0.45898084696644087
JN555585-	116007	0.8889686877112559
JN555585-	34087	0.45898084696644087
JN555585-	34088	0.45898084696644087
JN555585-	34089	1.0489096005809466
JN555585-	116008	0.8889686877112559
JN555585-	66861	0.7983661389303496
JN555585-	116012	0.8889686877112559
JN555585-	132397	0.9714308479032291
JN555585-	34096	0.45898084696644087
JN555585-	66865	0.8046524017777809
JN555585-	66864	0.8046524017777809
JN555585-	116021	0.8889686877112559
JN555585-	66868	0.8109661757099832
JN555585-	50486	0.7983661389303496
JN555585-	66873	0.8109661757099832
JN555585-	66874	0.8109661757099832
JN555585-	116029	0.9023892034735779
JN555585-	66876	0.8109661757099832
JN555585-	99644	1.4409161312044494
JN555585-	66881	0.8236772274595371
JN555585-	99648	0.8365012678171205
JN555585-	66882	0.8236772274595371
JN555585-	116041	1.9023892034735777
JN555585-	83272	0.8429562899544201
JN555585-	50506	0.7983661389303496
JN555585-	50508	0.7983661389303496
JN555585-	116047	1.4806258410064208
JN555585-	66898	0.8494403235246186
JN555585-	83282	0.8365012678171205
JN555585-	99671	0.8227655714692172
JN555585-	83291	2.447458977071221
JN555585-	99675	1.4141217928697307
JN555585-	83293	0.8365012678171205
