Ref	Pos	Value	x	y
JN555585-	114847	1.85595363048329	38	0.00723156933107605
JN555585-	114848	2.18442457123743	39	0.00768187651331796
JN555585-	49409	2.23786383019889	74	0.0144995697951152
JN555585-	49481	1.88896868771126	102	0.0218043704183483
JN555585-	16723	2.47393118843241	106	0.0218043704183483
JN555585-	131427	4.55450870427944	113	0.0246237870688225
JN555585-	131430	4.10926721166869	114	0.0254706876161182
JN555585-	131429	6.43108177109987	116	0.0254706876161182
JN555585-	98697	2.09541956517868	132	0.0301434499235175
JN555585-	115089	2.18442457123743	135	0.0301434499235175
JN555585-	82465	2.47966755798156	212	0.0458036897131247
JN555585-	82469	2.47966755798156	217	0.0476664337303143
JN555585-	82472	1.98279071006778	221	0.0476664337303143
JN555585-	33357	2.42146376853828	243	0.0513991526066445
JN555585-	98912	1.8756718650978	252	0.0513991526066445
JN555585-	131709	1.9503692323754	263	0.0551415542924609
JN555585-	33469	4.82367722745954	283	0.0588936891535686
JN555585-	33470	2.47966755798156	284	0.0588936891535686
JN555585-	99069	2.26303440593379	315	0.0626556079497674
JN555585-	115473	1.97852027268955	323	0.0626556079497674
JN555585-	99090	2.68965987948785	327	0.0639117639201932
JN555585-	66342	3.08586073675384	332	0.066427361838976
JN555585-	99115	1.99424073081132	333	0.066427361838976
JN555585-	33626	3.16077330317278	352	0.0683169430401942
JN555585-	33628	3.41355857045293	353	0.0700575464298592
JN555585-	82856	1.81096617570998	384	0.0740005815437768
JN555585-	99251	2.89783780804722	388	0.074000638871326
JN555585-	99253	2.89783780804722	391	0.0765338482892989
JN555585-	99252	2.89783780804722	392	0.0770410358638279
JN555585-	99255	3.23326956537523	393	0.0776498965544124
JN555585-	99254	3.74608892094574	395	0.077802151703633
JN555585-	99257	1.87120385233108	396	0.077802151703633
JN555585-	99256	2.29506481652288	398	0.077802151703633
JN555585-	99263	2.30394257763645	402	0.0797066998889929
JN555585-	17358	2.73696559426621	424	0.0852824137800613
JN555585-	115663	3.75633091913314	426	0.0854354766060605
JN555585-	82897	2.13289427059735	427	0.0854354766060605
JN555585-	82902	2.13923579747117	434	0.0862010351493038
JN555585-	66529	1.81730770258381	440	0.0892673381970873
JN555585-	17377	2.23786383019889	441	0.0892673381970873
JN555585-	33766	3.78350818020324	447	0.0892673381970873
JN555585-	82919	1.80465240177778	448	0.0892673381970873
JN555585-	82918	2.13289427059735	449	0.0892673381970873
JN555585-	66572	1.81096617570998	468	0.0931094044914815
JN555585-	33813	3.19382326923968	475	0.0943923703749546
JN555585-	33814	5.2448191692896	476	0.0943923703749546
JN555585-	33815	2.17508670665809	477	0.0943923703749546
JN555585-	115791	3.58274467557134	505	0.100824369619487
JN555585-	115792	1.82367722745954	506	0.100824369619487
JN555585-	66739	1.96578428476209	552	0.104697378766693
JN555585-	66741	4.20242100053127	553	0.104697378766693
JN555585-	34038	5.97889436708835	589	0.112474729358412
JN555585-	34041	3.41503749937884	593	0.112474729358412
JN555585-	132349	1.91423544632169	596	0.112474729358413
JN555585-	34089	2.17974808402795	622	0.120137427810808
JN555585-	66874	2.76733924330973	635	0.122255750150998
JN555585-	83292	3.74339186342564	657	0.124219937031512
JN555585-	99703	2.98279071006778	670	0.128156351590682
JN555585-	50556	4.00339857656186	676	0.128944925013371
JN555585-	50558	1.83007499865769	679	0.130128593922287
JN555585-	50560	2.42791879067558	681	0.130128593922287
JN555585-	99748	2.59946207051627	699	0.132103536107345
JN555585-	116167	1.8800905363648	709	0.133421667803325
JN555585-	116174	4.88896868771126	718	0.136061549676028
JN555585-	116177	2.72390944144076	719	0.136061549676028
JN555585-	116205	1.80255393589378	742	0.140030451878974
JN555585-	34313	2.47393118843241	766	0.144010302791519
JN555585-	99896	1.79523324944539	814	0.156016156051673
JN555585-	83516	1.94341647173363	818	0.156016156051673
JN555585-	99923	4.12359937854138	832	0.160040412610468
JN555585-	99924	1.94650245160738	834	0.160040412610468
JN555585-	99939	2.19940596277584	845	0.160040412610468
JN555585-	99940	3.54699465062214	848	0.164075925845625
JN555585-	116327	2.81603716525741	849	0.164075925845625
JN555585-	18023	1.97852027268955	850	0.164075925845625
JN555585-	99961	2.06793882875658	862	0.168122758908327
JN555585-	99962	2.76427294026194	865	0.168122758908327
JN555585-	99966	2.23292308892862	872	0.168122758908327
JN555585-	34433	1.9503692323754	874	0.170826967675371
JN555585-	100034	2.46593839767888	909	0.179534315273564
JN555585-	132832	2.1456053223469	924	0.184424571237428
JN555585-	67298	2.27229732726276	925	0.184424571237428
JN555585-	132833	2.41503749937884	926	0.184424571237428
JN555585-	132849	3.57611158323889	937	0.184424571237428
JN555585-	116481	2.83007499865769	942	0.184424571237428
JN555585-	67455	5.49729917916211	991	0.196772963665072
JN555585-	67457	8.80773050988244	992	0.196772963665072
JN555585-	67458	2.17777108500549	994	0.196772963665072
JN555585-	100245	2.56412899740399	1008	0.198151554348939
JN555585-	100244	1.89662226025469	1009	0.199531463463059
JN555585-	100258	2.42275246450685	1022	0.200912694025996
JN555585-	100265	1.90046432654909	1025	0.200912694025996
JN555585-	100268	1.89662226025469	1031	0.200912694025997
JN555585-	18368	1.9296106722086	1048	0.205064337296464
JN555585-	34759	1.84295628995442	1059	0.209227962238
JN555585-	100296	2.20275639400968	1062	0.209227962238
JN555585-	100299	2.35475948745473	1063	0.209227962238
JN555585-	100303	2.17715657077339	1068	0.209227962238
JN555585-	100304	2.72591040575721	1070	0.209227962238
JN555585-	34838	1.90914656964889	1106	0.217591435172627
JN555585-	100402	2.39592867643114	1129	0.221791423701912
JN555585-	67652	2.92275700116754	1139	0.225702391839976
JN555585-	116808	2.92139016540363	1141	0.226003674988827
JN555585-	116811	3.19539568905843	1142	0.226003674988827
JN555585-	133204	2.20423305231761	1153	0.22694140335521
JN555585-	116844	2.39051518024478	1166	0.230228260850552
JN555585-	84146	8.6887686117503	1202	0.238714726738381
JN555585-	35000	1.9296106722086	1208	0.238714726738381
JN555585-	100568	2.61200732383538	1220	0.238714726738381
JN555585-	100581	2.11403524334603	1224	0.241270431642137
JN555585-	67838	1.93995261643006	1232	0.24297675359254
JN555585-	117083	1.98850436126217	1259	0.251208517335413
JN555585-	117085	3.73096685364476	1264	0.251538767095964
JN555585-	117084	2.48542682727024	1265	0.251538767095964
JN555585-	117086	3.52639860832655	1266	0.251538767095964
JN555585-	100706	2.0707240723039	1270	0.251538767095964
JN555585-	18796	1.89566334028526	1280	0.25583890452959
JN555585-	133507	1.84944032352462	1293	0.260151897400673
JN555585-	18830	3.09953567365091	1306	0.264477822803463
JN555585-	117155	2.01741705317741	1319	0.268754681896682
JN555585-	35235	2.00533673228193	1320	0.2688167585278
JN555585-	100808	2.96230281046364	1346	0.273168783067507
JN555585-	133629	1.84295628995442	1361	0.275786313342642
JN555585-	133644	1.83007499865769	1367	0.277533975628909
JN555585-	35354	2.2992188558367	1373	0.277533975628909
JN555585-	35357	2.29037002624203	1377	0.277533975628909
JN555585-	35358	3.21948530063758	1378	0.277533975628909
JN555585-	35359	2.45589088301053	1379	0.277533975628909
JN555585-	84531	2.30044836757691	1389	0.277533975628909
JN555585-	35381	1.99146425324731	1392	0.277533975628909
JN555585-	100993	3.69841235349681	1424	0.284106629552395
JN555585-	100992	6.09892058302515	1426	0.285965881568219
JN555585-	100995	3.8800905363648	1429	0.286304185256641
JN555585-	100994	4.79523324944539	1431	0.286304185256641
JN555585-	100997	3.59946207051627	1432	0.286304185256641
JN555585-	35471	2.8059129479837	1436	0.286304185256641
JN555585-	35541	3.51457317292976	1458	0.290709364376642
JN555585-	35546	2.04229172181644	1462	0.290709364376642
JN555585-	35550	2.20756107003536	1465	0.290709364376642
JN555585-	35571	2.3351034837351	1472	0.29218075159331
JN555585-	35573	2.38218861980484	1474	0.29218075159331
JN555585-	35681	2.39321938917315	1513	0.295128035643647
JN555585-	35684	2.27820671755804	1515	0.298081353032995
JN555585-	19312	1.96437609036928	1526	0.299560281958908
JN555585-	35703	2.02914634575952	1534	0.300448367576911
JN555585-	134015	2.00578235269401	1541	0.3040061869901
JN555585-	134013	4.23910166385774	1542	0.3040061869901
JN555585-	117645	2.47393118843241	1558	0.3040061869901
JN555585-	117649	2.20423305231761	1563	0.3040061869901
JN555585-	35740	2.27628542943165	1572	0.3084658351808
JN555585-	35741	3.92764915587532	1573	0.3084658351808
JN555585-	35742	3.88766602844362	1575	0.3084658351808
JN555585-	35743	2.27379157394309	1576	0.3084658351808
JN555585-	35745	2.04642433719135	1578	0.3084658351808
JN555585-	35811	1.97457740322009	1609	0.312939311760108
JN555585-	35826	1.9808911771523	1622	0.317426702752422
JN555585-	134134	2.54432051632381	1625	0.317426702752422
JN555585-	35847	1.86687491686064	1637	0.317426702752422
JN555585-	101396	1.84944032352462	1647	0.321928094987362
JN555585-	68632	1.93649705779384	1649	0.321928094987362
JN555585-	117925	4.18265330638523	1705	0.330973234590369
JN555585-	117926	3.15876838163235	1710	0.330973234590369
JN555585-	134315	4.75077139379124	1713	0.330973234590369
JN555585-	134313	2.47894926319904	1714	0.330973234590369
JN555585-	134318	2.28128611049002	1715	0.330973234590369
JN555585-	134316	2.28128611049002	1717	0.330973234590369
JN555585-	134338	3.084160447764	1730	0.333243408215196
JN555585-	36051	2.41824705585473	1742	0.335517159735317
JN555585-	117975	2.58108354120142	1745	0.335517159735317
JN555585-	36056	3.10714885776079	1747	0.335517159735317
JN555585-	117977	6.33206812530373	1748	0.335517159735317
JN555585-	117979	2.89063944069577	1752	0.335517159735317
JN555585-	36068	3.24175774630338	1762	0.335517159735317
JN555585-	36070	3.62066656250284	1764	0.335517159735317
JN555585-	36071	3.9266990767887	1766	0.335517159735317
JN555585-	36072	2.12973392970402	1768	0.337034987377571
JN555585-	36073	1.80150584646092	1769	0.337034987377571
JN555585-	36100	2.13923579747117	1785	0.340075441697622
JN555585-	19733	1.93649705779384	1793	0.340075441697622
JN555585-	19816	2.2446850960549	1815	0.342359994892176
JN555585-	36246	3.09211233032569	1829	0.344648171487446
JN555585-	36247	8.20019555441284	1830	0.344648171487446
JN555585-	36248	4.55639334862439	1831	0.344648171487446
JN555585-	36249	3.53011402382554	1832	0.344648171487446
JN555585-	134569	2.3743955148815	1840	0.344648171487446
JN555585-	134574	3.29990178865736	1841	0.344648171487446
JN555585-	134575	2.74769200085926	1843	0.344648171487446
JN555585-	134578	1.87832144351175	1845	0.344648171487446
JN555585-	134579	1.87832144351175	1846	0.344648171487446
JN555585-	134577	1.87832144351175	1848	0.344648171487446
JN555585-	134707	1.98850436126217	1907	0.355374578080504
JN555585-	134705	2.68385425780664	1910	0.358453971012476
JN555585-	118327	2.0765338482893	1915	0.358453971012476
JN555585-	36420	2.22711293971305	1925	0.358453971012476
JN555585-	36421	4.08916502312559	1926	0.358453971012476
JN555585-	36422	2.22711293971305	1927	0.358453971012476
JN555585-	36428	2.51447618838029	1932	0.358453971012477
JN555585-	118349	1.79836613893035	1933	0.359996135820882
JN555585-	36429	2.42459084758339	1934	0.360767836850723
JN555585-	36430	3.02904820667135	1936	0.363085419744122
JN555585-	36431	4.02265794955294	1938	0.363085419744122
JN555585-	118350	5.31303169449897	1939	0.363085419744122
JN555585-	69213	2.2804514590112	1948	0.363085419744122
JN555585-	36447	2.11778737829901	1950	0.363085419744122
JN555585-	69217	4.10159814010781	1951	0.363085419744122
JN555585-	69219	4.32192809498736	1956	0.363782937941591
JN555585-	118388	2.99215213827732	1969	0.367731784600487
JN555585-	36487	2.00231016087907	1980	0.367731784600487
JN555585-	36493	2.51933342494265	1988	0.367731784600487
JN555585-	134808	2.40681699257388	1999	0.37239316197035
JN555585-	134870	2.6338721013021	2024	0.37239316197035
JN555585-	52955	1.88230495743025	2029	0.373950307335645
JN555585-	52971	2.70974412553118	2043	0.377069649179823
JN555585-	102122	2.17897014114532	2044	0.377069649179823
JN555585-	52974	2.70974412553118	2046	0.377069649179823
JN555585-	118538	1.9503692323754	2063	0.377069649179823
JN555585-	134930	2.90361546367566	2066	0.377069649179823
JN555585-	134951	2.41503749937884	2081	0.377069649179823
JN555585-	36657	2.36374827068199	2089	0.380195750166543
JN555585-	36658	1.86775220180156	2090	0.380195750166543
JN555585-	102200	1.87302714384223	2099	0.381761344504545
JN555585-	85823	1.96437609036928	2104	0.381761344504545
JN555585-	36676	2.3531790289718	2115	0.381761344504545
JN555585-	102215	2.26633576902405	2119	0.383328639651506
JN555585-	36679	2.5458241069142	2120	0.383328639651506
JN555585-	134995	1.83650126781712	2133	0.386468347182073
JN555585-	135004	2.33227003920882	2147	0.386468347182073
JN555585-	53105	2.17136841841198	2165	0.386468347182073
JN555585-	118657	2.16488438484178	2175	0.386468347182073
JN555585-	118661	2.43440282424578	2181	0.386468347182073
JN555585-	118662	2.43440282424578	2184	0.388827620055995
JN555585-	36790	2.14666964924201	2217	0.391190757424476
JN555585-	102327	3.86249647635007	2218	0.391190757424476
JN555585-	102326	1.98922016134676	2219	0.391190757424476
JN555585-	36793	2.90508835307453	2222	0.391190757424476
JN555585-	102341	2.15556970856524	2235	0.395928676431139
JN555585-	102340	1.98207809210274	2236	0.395928676431139
JN555585-	36816	2.24013400382371	2242	0.395928676431139
JN555585-	102369	2.15200309354505	2257	0.398208416328634
JN555585-	102371	2.8073549221576	2258	0.398303483619043
JN555585-	102370	3.18442457123743	2259	0.398303483619043
JN555585-	102376	2.68965987948785	2264	0.399095955509822
JN555585-	86017	2.77595972588207	2268	0.400315993410176
JN555585-	86021	3.82623293236329	2272	0.400682206401774
JN555585-	86020	5.16741814593174	2274	0.400682206401774
JN555585-	86023	2.61902433689479	2277	0.400682206401774
JN555585-	86022	2.91841246560374	2278	0.400682206401774
JN555585-	102533	2.01449956979511	2327	0.405451450549646
JN555585-	135306	4.07650923207054	2333	0.405451450549646
JN555585-	102538	2.24663996768313	2337	0.405451450549646
JN555585-	135305	9.2346360171912	2338	0.405451450549646
JN555585-	102541	5.50284388034765	2340	0.405451450549646
JN555585-	53400	2.68965987948785	2349	0.409867867125371
JN555585-	69823	4.38218861980484	2370	0.410236513115023
JN555585-	20679	5.34840030634855	2377	0.410236513115023
JN555585-	69853	1.81096617570998	2390	0.410236513115023
JN555585-	37122	1.84295628995442	2405	0.415037499378844
JN555585-	53509	2.40068220640177	2410	0.415037499378844
JN555585-	37129	2.16488438484178	2415	0.415037499378844
JN555585-	37130	1.83650126781712	2417	0.415037499378844
JN555585-	53523	2.44418384503836	2430	0.415037499378844
JN555585-	53524	3.38583985880756	2433	0.417443997085939
JN555585-	53526	2.91841246560374	2436	0.418247055854734
JN555585-	135571	2.47393118843241	2479	0.41985451567662
JN555585-	102814	2.75849875581585	2490	0.424687669412563
JN555585-	102816	1.89969509430431	2492	0.424687669412563
JN555585-	102818	2.76938707195858	2494	0.424687669412563
JN555585-	102822	3.20645087756743	2498	0.424687669412563
JN555585-	102833	2.59946207051627	2502	0.424687669412563
JN555585-	53706	3.01449956979511	2516	0.424687669412563
JN555585-	53720	3.71187461330338	2531	0.424687669412563
JN555585-	53729	2.20803712845938	2543	0.424687669412563
JN555585-	37352	3.11637918381433	2555	0.429537069073959
JN555585-	37354	2.68578687034064	2558	0.429537069073959
JN555585-	53766	1.97615325814563	2594	0.434402824245775
JN555585-	37395	2.90431665204469	2602	0.434402824245775
JN555585-	37416	3.09696172998709	2618	0.439285045625521
JN555585-	37417	1.87001053000737	2620	0.439285045625521
JN555585-	103004	2.61516075687426	2660	0.443638711821639
JN555585-	103010	2.81413345478867	2665	0.44397050755968
JN555585-	53867	2.24582511590157	2669	0.44418384503836
JN555585-	53893	1.94341647173363	2686	0.44418384503836
JN555585-	53948	1.91593573531153	2728	0.449099335452477
JN555585-	53998	2.14287208179292	2761	0.453651624124962
JN555585-	135921	3.03899413171586	2766	0.453834015260528
JN555585-	103170	2.30202853754966	2783	0.454031630994707
JN555585-	21285	1.86906913027355	2810	0.455054214645946
JN555585-	54061	2.50544216117763	2820	0.458599534403722
JN555585-	103217	2.24867366946067	2823	0.458980846966441
JN555585-	54073	1.92047966045647	2830	0.458980846966441
JN555585-	103229	4.57682515359338	2832	0.458980846966441
JN555585-	103230	2.88143253546719	2836	0.458980846966441
JN555585-	54091	2.26447782280346	2844	0.461461836470196
JN555585-	119626	1.9296106722086	2845	0.461461836470196
JN555585-	54094	2.43007689884299	2848	0.461461836470196
JN555585-	54106	1.82367722745954	2860	0.46394709985979
JN555585-	37744	2.16272950013811	2883	0.468930507374046
JN555585-	37745	2.88896868771126	2884	0.468930507374046
JN555585-	37747	3.16272950013811	2886	0.468930507374046
JN555585-	70514	1.98564470712293	2887	0.468930507374046
JN555585-	37753	1.86775220180156	2892	0.468930507374046
JN555585-	103309	6.78093456446212	2901	0.470595475869156
JN555585-	103311	3.68776843030992	2904	0.471428681229242
JN555585-	103310	2.46481310623714	2906	0.473783861762212
JN555585-	136115	2.96829114037266	2925	0.473931188432412
JN555585-	136132	2.97457740322009	2935	0.473931188432412
JN555585-	37845	2.48542682727024	2949	0.478949263199037
JN555585-	54254	2.6363616533278	2980	0.480625841006421
JN555585-	54256	3.54869895683438	2982	0.48146486111782
JN555585-	21504	1.86906913027355	3001	0.483984853096335
JN555585-	54275	3.24392558298609	3006	0.483984853096335
JN555585-	21510	1.86906913027355	3011	0.483984853096335
JN555585-	54281	2.21759143517263	3016	0.483984853096335
JN555585-	103467	4.64385618987472	3046	0.489038080822621
JN555585-	103497	2.97797369377	3061	0.489038080822621
JN555585-	103498	2.71527052316689	3065	0.489038080822621
JN555585-	103511	2.42146376853828	3068	0.489038080822621
JN555585-	136368	1.84944032352462	3118	0.494109070370043
JN555585-	54470	1.8059129479837	3130	0.494109070370043
JN555585-	103678	1.93649705779384	3181	0.499197947042842
JN555585-	103686	2.50908763384603	3193	0.499197947042842
JN555585-	103695	2.52430471094753	3206	0.504304837475931
JN555585-	21780	3.1456053223469	3211	0.504304837475931
JN555585-	21787	2.11403524334603	3217	0.504304837475931
JN555585-	70944	2.13289427059735	3222	0.504304837475931
JN555585-	54566	2.60603472443976	3227	0.504304837475931
JN555585-	54590	2.12253618460438	3253	0.509278873116252
JN555585-	21826	2.10780328963452	3259	0.509429869653799
JN555585-	38221	2.67807190521264	3273	0.509429869653799
JN555585-	103782	4.03147264839883	3292	0.510200197061004
JN555585-	103788	2.38760031667199	3300	0.511142267529485
JN555585-	38260	2.17353625509469	3311	0.514573172929758
JN555585-	103800	1.89447967137635	3319	0.514573172929758
JN555585-	103802	4.99022514402539	3322	0.514573172929758
JN555585-	103806	1.82287949725348	3327	0.514573172929758
JN555585-	54656	1.86906913027355	3329	0.514573172929758
JN555585-	103855	4.32279745026579	3372	0.519734878045537
JN555585-	103857	3.03981782288348	3377	0.519734878045537
JN555585-	38321	2.49919794704284	3378	0.519734878045537
JN555585-	103861	2.6363616533278	3382	0.519734878045537
JN555585-	38329	2.10469737876669	3391	0.519734878045537
JN555585-	38330	2.10469737876669	3392	0.519734878045537
JN555585-	21960	3.14135584934554	3404	0.519734878045537
JN555585-	54729	2.7263183500667	3406	0.520309542341865
JN555585-	54744	3.16812275890833	3424	0.524915117151217
JN555585-	136667	4.08442878126071	3428	0.524915117151217
JN555585-	136668	2.34007544169762	3432	0.524915117151217
JN555585-	38385	2.52491511715122	3446	0.524915117151217
JN555585-	103962	3.72261030128914	3493	0.530114023825537
JN555585-	71222	2.2804514590112	3512	0.530114023825537
JN555585-	38460	2.18989970130358	3513	0.530114023825537
JN555585-	87616	1.92275700116754	3520	0.531329802621913
JN555585-	104066	1.94341647173363	3579	0.537384228858863
JN555585-	104071	1.93879984366326	3584	0.537947681303567
JN555585-	120456	1.91593573531153	3593	0.539257436310356
JN555585-	104088	2.17044034180173	3616	0.540568381462703
JN555585-	87711	1.91593573531153	3624	0.540568381462703
JN555585-	104094	3.82185449185272	3627	0.540568381462703
JN555585-	54944	2.14003045187897	3628	0.540568381462703
JN555585-	22194	3.83007499865769	3649	0.540568381462703
JN555585-	54963	2.30995545332129	3654	0.540568381462703
JN555585-	22197	2.34617564123404	3657	0.540568381462703
JN555585-	55016	2.30202853754966	3714	0.548459167082168
JN555585-	71413	2.49185309642967	3732	0.551099048954872
JN555585-	71415	3.53301042118643	3734	0.551099048954872
JN555585-	55032	2.33400092728794	3736	0.551099048954872
JN555585-	71418	1.88452278268006	3743	0.551099048954872
JN555585-	22277	2.27462238020901	3753	0.552861657654132
JN555585-	71433	2.47393118843241	3757	0.552861657654132
JN555585-	104210	1.92503794241878	3769	0.556393348624385
JN555585-	71453	2.44745897707122	3783	0.556393348624385
JN555585-	22356	2.19099722516091	3819	0.556393348624385
JN555585-	120666	3.02587863192561	3828	0.559933706329634
JN555585-	104286	3.90213482719841	3834	0.561440993430133
JN555585-	87908	2.89566334028526	3838	0.561707148520853
JN555585-	87911	1.86906913027355	3839	0.561707148520853
JN555585-	120685	2.41503749937884	3843	0.561707148520853
JN555585-	55157	1.8008773580864	3848	0.561707148520853
JN555585-	71548	1.95735566269151	3855	0.561707148520853
JN555585-	55185	3.42146376853828	3881	0.567040592823894
JN555585-	71577	2.0350469471992	3890	0.567040592823894
JN555585-	104363	6.50784949666635	3897	0.567040592823894
JN555585-	104362	2.61705613053101	3898	0.567040592823894
JN555585-	55220	2.0790715710912	3908	0.567040592823894
JN555585-	55221	1.8160371652574	3909	0.567040592823894
JN555585-	55248	1.83650126781712	3925	0.567040592823894
JN555585-	55256	2.10469737876669	3932	0.567040592823894
JN555585-	22512	1.95735566269151	3951	0.572393827318101
JN555585-	120848	1.89566334028526	3974	0.572393827318101
JN555585-	38935	3.84944032352462	3978	0.572393827318101
JN555585-	137242	1.90914656964889	3981	0.573466861983327
JN555585-	137244	2.23786383019889	3986	0.575077911889312
JN555585-	104488	2.02113876715815	3996	0.577766999416952
JN555585-	104494	2.82032134076169	4002	0.577766999416952
JN555585-	104498	2.6227945743469	4007	0.577766999416952
JN555585-	104501	2.10469737876669	4008	0.577766999416952
JN555585-	104502	2.33227003920882	4011	0.577766999416952
JN555585-	104524	3.8501245516811	4033	0.577766999416952
JN555585-	39028	1.82367722745954	4055	0.580461108586216
JN555585-	137336	1.89566334028526	4061	0.580846392348924
JN555585-	104647	1.90779256200291	4097	0.583160258187171
JN555585-	104649	1.90508835307453	4102	0.583160258187171
JN555585-	55497	2.48710203833255	4103	0.583160258187171
JN555585-	104648	2.29172785721166	4104	0.583160258187171
JN555585-	22731	2.26303440593379	4107	0.583160258187171
JN555585-	88271	2.9503692323754	4113	0.584962500821156
JN555585-	104656	1.9296106722086	4123	0.588573754373535
JN555585-	104661	2.80535256924646	4128	0.588573754373535
JN555585-	104663	2.07262067226508	4132	0.588573754373535
JN555585-	104662	2.53672631516831	4134	0.588573754373535
JN555585-	121046	2.74231882876041	4135	0.588573754373535
JN555585-	121051	2.56704059282389	4142	0.588573754373535
JN555585-	121050	2.89969509430431	4144	0.588573754373535
JN555585-	104668	1.93236128322464	4148	0.588573754373535
JN555585-	121052	2.74769200085926	4149	0.588573754373535
JN555585-	137439	4.23107466453625	4150	0.588573754373535
JN555585-	39142	2.27229732726276	4169	0.592919224390099
JN555585-	104680	2.209227962238	4174	0.594007640424163
JN555585-	104687	2.209227962238	4183	0.594007640424163
JN555585-	104686	2.43719064161739	4185	0.594007640424163
JN555585-	104688	2.72569448193119	4188	0.594007640424163
JN555585-	39161	1.95385821845528	4196	0.594007640424163
JN555585-	39162	4.54486709524336	4199	0.594007640424163
JN555585-	22782	2.14666964924201	4202	0.594007640424163
JN555585-	39177	3.24073201213938	4212	0.594007640424163
JN555585-	39179	1.95385821845528	4215	0.594007640424163
JN555585-	22802	2.33746894588314	4222	0.594007640424163
JN555585-	55605	1.89541483555964	4252	0.595823493452923
JN555585-	22841	3.3797487493757	4255	0.599462070516271
JN555585-	55613	3.11308460605499	4261	0.599462070516271
JN555585-	104831	2.69354331397508	4317	0.603109847531415
JN555585-	104833	2.2668867314294	4319	0.603109847531415
JN555585-	104834	2.09310940449148	4323	0.604775870258891
JN555585-	104845	1.90046432654909	4334	0.604937200582423
JN555585-	104846	2.69743723007957	4338	0.604937200582423
JN555585-	121263	1.93236128322464	4368	0.604937200582423
